Square_Footage,Bedrooms,Bathrooms,Age,Garage_Spaces,Lot_Size,Floors,Neighborhood_Rating,Condition,School_Rating,Has_Pool,Renovated,Location_Type,Distance_To_Center_KM,Days_On_Market,Price,Sold_Within_Week
2091,4,1,8,2,9601,1,5,9,8,1,0,Urban,1.4,6,872000,1
4448,3,3.5,12,1,10979,2,8,5,3,0,0,Suburban,37.07,55,1056000,0
2240,1,1.5,5,1,4795,1,5,6,3,0,0,Rural,8.46,5,645000,1
1991,2,2.5,5,0,14496,2,2,3,3,0,1,Suburban,45.7,3,540000,1
1866,3,4,19,2,6588,1,6,4,8,1,0,Suburban,44.75,6,670000,1
4427,5,3,2,0,9297,3,9,6,4,0,0,Urban,33.04,2,1177000,1
1084,2,2.5,16,2,5084,2,3,7,1,0,1,Suburban,33.94,38,467000,0
3244,5,3,48,2,13110,1,1,1,2,0,0,Urban,1.26,3,609000,1
811,3,4,11,3,2731,2,1,7,10,0,1,Urban,49.26,2,523000,1
2430,4,2.5,47,1,3129,1,3,1,2,0,0,Suburban,44.01,32,400000,0
4173,3,2.5,46,1,13638,2,10,5,3,0,0,Downtown,44.86,15,959000,0
4124,4,2.5,44,2,3605,2,5,6,6,0,1,Suburban,33.3,1,951000,1
3346,4,2,0,2,13970,2,3,2,8,1,0,Urban,17.89,142,939000,0
1553,3,2.5,16,1,12937,1,9,10,1,0,0,Rural,44.79,6,778000,1
2882,2,2,2,3,13362,2,8,9,9,0,1,Urban,15.28,2,828000,1
3574,5,1.5,25,2,14881,2,3,10,1,0,0,Rural,28.57,26,845000,0
3696,6,1.5,14,1,4933,1,9,6,10,0,1,Suburban,5.89,152,858000,0
889,1,1,35,1,11407,1,6,7,2,1,1,Suburban,46.18,2,456000,1
1575,4,2,31,2,10516,1,7,10,3,0,0,Suburban,7.9,118,691000,0
3452,5,1,31,2,7074,3,4,8,7,0,0,Downtown,12.02,18,1046000,0
3817,5,2.5,3,0,12042,1,4,10,9,0,1,Rural,28.35,48,1034000,0
2425,6,2,17,2,9099,2,2,1,3,1,0,Suburban,38.44,121,716000,0
3869,4,3,48,2,3490,1,5,8,8,0,0,Suburban,31.35,6,968000,1
1217,3,1,18,1,2893,1,8,4,9,1,1,Suburban,12.37,82,599000,0
914,3,1.5,42,2,3390,2,7,10,10,0,0,Suburban,1.05,1,497000,1
1416,3,2.5,34,3,5389,3,7,8,7,0,1,Rural,38.1,175,690000,0
4067,4,2.5,39,0,6239,2,6,6,4,0,0,Urban,49.28,5,762000,1
1625,4,1,13,1,6479,2,3,9,4,1,0,Suburban,40.69,4,644000,1
4372,3,3,32,2,4263,2,5,4,4,0,0,Downtown,23.55,157,938000,0
2449,5,3,13,3,5432,1,1,2,6,1,1,Downtown,45.28,7,754000,1
2316,4,2,33,3,4371,1,7,2,4,0,1,Urban,21.08,172,680000,0
3946,4,2,3,2,13278,2,9,5,5,0,1,Urban,26.72,18,1156000,0
1212,3,4,23,,6312,3,1,10,,0,0,Downtown,24.38,3,541000,1
4247,3,2.5,28,2,3515,2,2,9,7,1,0,Suburban,22.93,6,961000,1
4291,2,2,18,2,8326,1,3,3,8,0,0,Suburban,38.98,3,858000,1
1528,3,3,5,1,9088,1,3,8,5,1,0,Urban,26.81,6,609000,1
4148,2,2,32,1,7586,1,8,4,5,1,0,Rural,16.52,4,907000,1
3868,2,2,48,1,4917,3,7,6,7,1,1,Urban,13.65,7,874000,1
3608,3,2,39,2,7731,2,6,10,8,0,0,Urban,2.85,4,1092000,1
1475,3,3,18,0,9686,2,10,6,9,0,1,Urban,29.58,18,790000,0
4265,1,2.5,0,3,12544,1,10,3,2,1,0,Downtown,12.27,146,1149000,0
2692,4,2.5,4,1,3167,2,4,5,3,0,1,Suburban,8.26,1,874000,1
3304,3,2,26,1,10302,2,9,3,2,0,0,Rural,33.04,92,842000,0
3767,5,1.5,15,2,7109,1,1,1,10,0,0,Suburban,34.38,4,913000,1
3039,6,2,5,2,6327,2,2,7,7,0,0,Downtown,37.86,1,816000,1
3586,2,2.5,39,0,7810,1,4,4,2,0,0,Rural,25.68,55,650000,0
1922,3,2,12,1,5655,1,3,7,2,0,0,Rural,44.81,6,615000,1
2371,1,1,47,3,5793,2,1,3,2,0,0,Downtown,46.88,1,500000,1
1777,4,3,34,1,11947,2,5,5,4,0,0,Suburban,40.56,1,581000,1
1808,4,1,18,1,8738,2,7,5,1,0,1,Suburban,32.14,169,687000,0
2943,3,3.5,11,2,3577,2,2,2,2,0,1,Downtown,15.88,144,672000,0
2487,4,1,15,0,11488,1,5,10,3,0,1,Rural,49.16,84,785000,0
3510,3,2.5,42,2,13966,2,6,2,7,0,0,Suburban,14.43,1,677000,1
4061,2,1,9,1,4220,2,7,4,10,0,1,Urban,10.93,44,919000,0
836,4,3.5,24,1,11164,2,1,4,1,0,0,Suburban,22.67,1,382000,1
4240,3,2,19,1,3030,2,7,4,6,0,0,Suburban,3.79,176,976000,0
2348,4,1.5,30,0,,1,4,6,3,1,0,Urban,48.95,4,647000,1
3126,3,2,3,1,8691,1,8,2,3,0,0,Rural,29.83,54,715000,0
3064,6,1.5,43,0,5992,2,4,6,4,1,0,Suburban,28.29,3,903000,1
3714,2,1.5,22,2,14805,1,6,7,4,0,0,Suburban,33.13,149,1030000,0
1672,3,3.5,1,1,2913,2,9,10,7,0,0,Suburban,25.35,55,741000,0
2621,4,2,21,2,8358,1,5,3,3,0,1,Suburban,2.57,2,719000,1
2096,3,3,50,3,4181,1,4,8,8,0,1,Urban,31,7,727000,1
2909,6,2.5,36,2,5197,1,8,2,8,0,1,Suburban,36.09,3,1032000,1
1395,4,2.5,7,0,8040,3,9,8,7,0,1,Urban,21.42,53,814000,0
2703,4,1.5,6,3,,1,4,5,2,0,0,Urban,38.11,5,846000,1
1528,4,1.5,13,1,12570,2,3,2,,0,1,Urban,12.12,143,502000,0
2165,6,3,2,1,13646,2,8,7,6,0,1,Urban,11.84,5,828000,1
1196,5,4,49,2,9037,1,5,2,10,1,0,Suburban,8.91,3,511000,1
1498,4,2,15,2,13745,2,2,6,4,0,0,Suburban,19.23,1,572000,1
3890,4,2,18,2,11499,2,10,10,10,0,1,Downtown,42.5,8,1206000,0
3024,2,2,50,1,6994,2,9,3,5,0,0,Suburban,41.57,41,759000,0
2435,2,4,17,2,11381,2,3,9,9,0,1,Suburban,19.76,5,856000,1
1195,4,2,15,1,7308,1,2,3,7,1,0,Suburban,29.87,7,509000,1
3292,1,2,7,,8221,1,1,3,2,0,0,Rural,36.32,3,570000,1
4104,3,3,32,,9090,3,8,5,1,0,0,Suburban,12.82,17,944000,0
875,3,1,48,3,9769,1,3,7,2,1,0,Suburban,9.24,145,462000,0
1064,3,1,11,2,2687,2,7,8,3,0,1,Urban,48.63,5,518000,1
3302,4,2.5,10,2,6661,2,1,7,2,0,1,Suburban,31.26,7,721000,1
2619,5,3.5,4,2,11399,1,1,9,3,1,0,Suburban,49.09,3,816000,1
1517,2,1.5,26,2,3894,2,9,5,10,0,0,Suburban,17.55,1,578000,1
3582,3,2,11,1,9389,1,8,10,9,0,1,Rural,35.45,159,1007000,0
4255,5,2,16,1,6922,1,3,3,4,0,1,Urban,11.91,102,969000,0
4435,2,2,5,1,8322,1,6,6,9,0,0,Urban,13.8,118,996000,0
1650,4,2.5,32,3,12003,2,3,5,3,0,0,Suburban,26.08,112,606000,0
4377,3,2,4,2,5183,1,4,4,1,1,1,Rural,16.66,2,940000,1
2190,3,2,27,2,5797,2,1,2,5,0,1,Suburban,9.21,6,641000,1
943,6,2,13,1,7178,3,5,7,10,1,0,Suburban,13.88,170,625000,0
1684,3,2.5,4,1,11836,2,1,5,10,1,0,Urban,2.75,3,660000,1
3940,4,2,32,2,5968,2,1,4,2,0,1,Suburban,35.52,3,862000,1
3970,4,3,49,2,4716,2,10,8,4,0,1,Rural,25.11,96,1011000,0
1195,1,1,47,2,2190,1,7,9,2,0,0,Rural,5.62,13,379000,0
3896,4,3,40,3,3335,2,6,9,2,1,0,Urban,9.41,117,1045000,0
3795,6,3,18,1,10181,2,2,3,3,1,1,Suburban,6.02,119,939000,0
3738,2,2,21,2,14995,3,2,3,5,0,0,Suburban,31.02,164,878000,0
2292,5,2,4,2,13298,3,7,5,4,0,0,Urban,5.62,3,821000,1
4355,4,2,1,1,2378,2,1,5,2,0,0,Suburban,37.96,,814000,0
4436,4,1.5,29,1,14674,2,2,10,10,1,0,Suburban,2.01,5,1304000,1
4022,4,2,46,0,5829,2,8,2,2,0,1,Urban,13.22,143,793000,0
1967,3,1,38,3,8380,2,6,1,6,0,0,Rural,44.64,70,634000,0
3416,5,2,3,2,2615,2,2,8,7,1,1,Urban,36.21,2,853000,1
1862,5,3,32,2,4330,1,7,3,10,0,0,Downtown,4.58,2,676000,1
2956,4,2,12,3,3754,3,4,1,6,0,0,Rural,41.24,,726000,0
1865,4,3,19,2,2463,2,2,1,7,0,0,Suburban,25.16,25,479000,0
2009,4,2,6,1,11158,2,6,2,1,0,1,Urban,42.49,84,685000,0
3782,3,3,14,2,6267,2,9,6,6,0,1,Downtown,30.44,5,1209000,1
3245,4,2.5,22,2,5158,3,9,6,3,1,0,Rural,34.41,6,1009000,1
4094,4,1,13,2,5624,1,8,3,1,0,1,Urban,49.68,7,978000,1
1433,4,2.5,22,2,6938,2,3,4,8,0,1,Suburban,12.38,124,517000,0
1956,4,1,18,2,7417,2,3,2,4,0,1,Urban,31.57,1,600000,1
4034,3,2,28,1,8004,1,2,2,,0,0,Downtown,23.56,21,1013000,0
2038,1,3.5,19,2,10881,2,5,7,8,0,1,Rural,2.93,6,716000,1
1532,2,1.5,28,0,12814,2,4,1,10,1,0,Downtown,1.71,7,532000,1
1034,3,2,23,1,7603,2,7,7,4,1,0,Rural,6.84,141,550000,0
3505,4,2.5,17,1,4212,1,4,1,4,0,1,Suburban,32.81,5,747000,1
1550,4,3,9,0,8120,2,9,6,10,0,0,Urban,28.79,139,524000,0
3435,4,2.5,40,1,7818,2,2,3,4,0,0,Urban,28.12,146,747000,0
3880,3,2,7,2,,2,6,8,6,1,0,Urban,2.56,1,946000,1
3945,4,2.5,25,3,4256,1,7,6,9,0,1,Suburban,24,3,884000,1
1753,3,2,28,1,14002,3,4,2,5,1,1,Downtown,46.31,2,649000,1
3339,3,2.5,9,1,13695,2,6,8,10,0,0,Downtown,20.48,18,865000,0
3760,4,3.5,16,1,3412,2,7,5,8,1,1,Urban,31.62,106,997000,0
4124,5,2.5,1,1,11775,2,4,8,8,1,0,Suburban,39.21,15,1228000,0
4101,3,3,5,0,8146,1,8,8,4,1,0,Suburban,39.41,4,904000,1
2342,1,1,4,3,2371,2,9,6,10,0,1,Suburban,26.44,,714000,0
1997,2,2.5,27,1,7806,2,1,2,9,0,0,Suburban,43.04,72,495000,0
2476,1,3,40,2,7565,2,7,8,9,0,0,Suburban,20.18,100,866000,0
1991,4,1,4,0,10802,2,9,6,5,1,0,Downtown,44.55,4,644000,1
3017,3,3,17,3,10307,2,10,6,6,0,1,Suburban,12.77,7,1067000,1
2216,3,2,25,2,9437,1,5,8,5,1,0,Rural,14.73,7,774000,1
3793,3,2.5,19,3,2446,2,2,1,3,1,1,Urban,3.6,5,685000,1
3642,2,3,40,2,3391,1,10,2,8,0,1,Urban,39.98,2,1024000,1
3481,3,2.5,48,1,13516,1,6,9,9,1,0,Suburban,21.44,80,1037000,0
2017,3,1,26,1,3340,3,7,8,4,0,1,Rural,12.23,152,685000,0
2340,3,2.5,48,2,14702,2,2,7,9,0,0,Downtown,12.36,1,762000,1
2876,3,2,11,1,4939,2,2,7,9,0,0,Suburban,45.17,6,786000,1
4036,4,3.5,6,,13891,2,10,5,7,0,1,Rural,41.86,1,1194000,1
2245,2,2,2,0,7969,3,10,2,8,1,1,Suburban,28.12,2,805000,1
3186,6,2,9,0,11265,2,1,6,3,0,0,Urban,31.19,30,670000,0
2319,3,2.5,33,2,,2,4,10,5,0,0,Suburban,24.24,6,691000,1
2188,4,2,24,2,5569,1,7,3,3,0,0,Rural,20.19,6,706000,1
2656,4,2.5,34,2,7454,3,9,4,7,1,0,Urban,45.86,2,842000,1
2165,4,2.5,15,1,5150,2,3,10,6,0,0,Suburban,7.16,119,534000,0
1299,4,3,1,2,11797,2,7,2,3,1,0,Suburban,21.5,1,733000,1
2480,3,2.5,23,1,,1,7,2,9,0,1,Urban,17.88,6,783000,1
1310,3,2,9,0,6657,1,7,8,1,0,0,Downtown,25.41,3,517000,1
4198,3,1.5,37,2,8947,1,2,8,10,0,0,Suburban,23.42,67,1003000,0
1016,4,1.5,21,1,12486,1,6,10,3,0,1,Urban,26.43,59,661000,0
2124,1,1.5,25,1,9943,2,2,6,10,1,1,Urban,7.86,2,476000,1
1955,3,1.5,42,1,5662,1,6,5,7,0,0,Downtown,26.14,147,612000,0
2627,4,2.5,38,1,6482,1,10,8,3,1,0,Suburban,12.88,3,746000,1
3941,4,2.5,26,0,6797,1,3,4,3,0,1,Suburban,10.03,79,893000,0
4123,4,2,28,0,7068,1,2,4,2,0,0,Urban,4.18,3,823000,1
4286,4,3,46,1,7480,1,6,5,9,1,0,Rural,38.37,2,1075000,1
2610,6,4,37,0,10033,2,2,1,4,1,1,Suburban,21.94,2,655000,1
3292,3,3,19,2,2983,2,5,1,10,0,0,Suburban,31.71,67,662000,0
3723,3,2.5,26,1,7607,1,2,2,6,0,0,Downtown,36.65,1,715000,1
2005,3,2,40,1,10543,2,3,8,2,0,0,Urban,34.29,4,572000,1
3014,3,2,19,1,11916,2,3,7,9,0,0,Suburban,24.05,84,876000,0
890,4,1,43,2,12143,1,6,10,7,1,0,Urban,20.01,3,510000,1
1513,3,2,18,3,11471,2,6,9,10,1,1,Suburban,19.42,2,862000,1
2681,4,3.5,19,2,3907,2,10,5,5,0,0,Urban,32.36,5,816000,1
4402,3,3,34,2,8924,2,3,2,7,1,0,Downtown,25.24,168,1001000,0
838,4,1.5,46,2,,2,3,7,4,0,0,Suburban,42.61,5,375000,1
3997,4,2,1,2,10737,1,1,8,10,0,1,Suburban,43.86,4,979000,1
4322,3,3,29,2,6174,3,7,7,7,0,0,Rural,9.36,47,1191000,0
972,3,1,33,1,12573,2,8,7,2,0,0,Downtown,7.68,3,478000,1
1452,3,2,21,1,11080,3,2,5,7,0,1,Suburban,31.89,2,494000,1
1553,2,3,2,1,9265,1,4,2,4,0,0,Suburban,15.76,99,523000,0
2043,3,2,5,3,11297,3,10,6,4,0,0,Urban,1.91,95,1078000,0
1881,2,1,14,2,12741,2,7,4,1,0,0,Urban,44.54,148,562000,0
2483,3,2,26,2,3990,2,8,10,3,1,0,Suburban,12.12,92,1011000,0
3323,4,3,9,1,7596,1,1,2,5,0,0,Urban,46.53,1,831000,1
1255,4,2.5,8,2,5998,2,4,9,5,0,1,Suburban,36.15,6,584000,1
1628,4,1.5,32,1,5775,3,6,7,2,1,0,Urban,38.37,20,583000,0
1694,2,2,31,1,13004,2,3,6,4,1,0,Suburban,10.87,6,528000,1
2184,4,2,47,2,11112,2,5,5,1,1,0,Suburban,12.48,30,668000,0
2758,3,2.5,5,,6645,3,10,3,9,0,0,Urban,26.54,117,795000,0
3872,3,3,40,1,4061,2,9,10,1,0,0,Urban,9.43,4,988000,1
3234,5,1,35,2,6487,2,3,10,6,0,1,Suburban,15.97,1,988000,1
2796,1,3,1,1,13831,2,5,4,7,0,0,Suburban,16.75,3,744000,1
3195,4,1,28,3,13357,3,8,3,3,1,1,Suburban,8.82,152,967000,0
989,4,2,3,1,6435,1,6,8,1,0,0,Rural,11.05,5,433000,1
1304,3,1,0,1,4644,2,4,3,7,0,0,Urban,39.64,41,490000,0
2014,3,2,18,1,3045,2,8,7,3,0,0,Urban,9.19,119,712000,0
2331,3,2,25,1,13748,2,3,7,10,0,0,Urban,2.39,145,727000,0
4240,5,2,24,1,9951,2,3,7,6,1,0,Suburban,31.84,6,973000,1
4280,3,1.5,9,2,8449,3,4,7,6,0,0,Suburban,48.82,156,959000,0
1623,3,2.5,14,3,4681,3,9,2,,0,1,Urban,17.23,5,752000,1
1728,3,1,21,2,5199,1,5,10,6,0,0,Suburban,6.81,5,630000,1
1733,4,3,50,1,8768,2,8,3,10,0,0,Suburban,28.95,97,676000,0
1940,2,3.5,47,2,11130,1,6,10,4,0,0,Downtown,45.41,6,653000,1
933,3,2,20,1,9440,1,3,9,8,0,0,Suburban,39.42,87,501000,0
2905,4,2,21,0,10633,2,8,3,9,0,0,Suburban,31.5,37,899000,0
4427,5,2,35,2,4550,3,9,2,2,1,0,Suburban,16.44,166,1119000,0
1484,3,1,33,,6225,2,8,9,7,1,0,Downtown,27.55,140,789000,0
3519,3,2,29,0,2596,1,4,10,9,1,1,Downtown,5.47,2,951000,1
3020,3,3,24,0,8054,1,6,9,9,1,1,Suburban,34.27,23,1013000,0
2652,4,2.5,44,3,3505,2,1,4,5,0,0,Suburban,36.53,2,634000,1
1614,3,1.5,27,0,11053,2,4,9,1,0,0,Suburban,48.29,179,408000,0
1972,3,3,0,2,12832,1,8,3,6,0,1,Suburban,13.76,5,893000,1
879,4,2,48,2,8468,2,1,7,8,1,0,Suburban,1.9,7,454000,1
3733,4,3,44,1,9236,3,3,7,1,1,0,Urban,27.73,85,857000,0
4084,3,2.5,3,1,13923,2,1,8,2,1,0,Downtown,35.63,23,949000,0
1002,5,2.5,6,1,3551,2,9,10,1,0,0,Suburban,39.73,4,586000,1
3611,4,1.5,48,2,13428,1,2,4,5,1,0,Rural,10.49,7,843000,1
2052,3,1.5,8,2,11928,2,9,3,2,0,0,Suburban,13.83,22,701000,0
2499,1,4,35,2,8852,2,4,3,10,0,0,Suburban,26.12,6,771000,1
2050,6,1.5,18,3,3449,1,2,5,10,0,0,Suburban,17.2,144,636000,0
2482,2,4,0,2,7953,3,4,1,4,0,1,Suburban,43.17,7,677000,1
2355,3,2,9,2,10456,2,10,10,1,0,0,Suburban,24.21,51,785000,0
4312,2,1.5,35,2,10042,2,6,3,7,0,0,Suburban,40.18,27,984000,0
4273,4,1,8,2,4659,1,7,6,8,0,0,Rural,29.45,126,1068000,0
2894,3,1.5,44,2,9509,1,3,3,5,0,1,Urban,38.88,6,696000,1
2056,2,3.5,45,2,,1,3,5,2,1,1,Suburban,17.3,130,544000,0
4176,2,2,41,2,9445,2,10,9,8,0,1,Urban,41.74,7,948000,1
2349,2,2,31,0,4721,2,8,2,1,0,0,Rural,14.45,87,666000,0
1966,4,2,31,2,11654,1,5,2,7,1,1,Urban,27.76,3,785000,1
4286,4,1.5,5,1,14444,2,4,6,1,1,1,Suburban,11.49,3,949000,1
4384,3,2,47,1,11637,2,7,6,6,0,0,Urban,24.3,90,1186000,0
2196,3,1.5,37,0,12490,2,7,8,6,0,0,Suburban,16.59,38,736000,0
4437,4,3,16,2,4925,2,9,2,5,0,0,Rural,14.07,1,1102000,1
4130,1,2,9,2,11824,3,9,9,,0,1,Urban,48.38,2,1058000,1
3503,3,2,49,1,12566,2,5,2,2,0,0,Suburban,8.84,5,677000,1
1270,6,2,26,2,9104,2,8,1,9,1,0,Urban,39.58,75,723000,0
3818,4,2,49,2,8240,1,10,10,5,0,1,Suburban,49.22,5,969000,1
1835,3,4,34,1,2512,1,1,2,5,1,1,Suburban,1.98,180,473000,0
2153,3,2,20,2,2215,1,9,7,,1,1,Suburban,35.25,2,889000,1
3583,3,1,24,2,9299,2,8,8,6,1,1,Suburban,13.39,3,856000,1
3631,3,2.5,27,,13523,1,6,5,2,0,0,Suburban,2.98,136,775000,0
1767,2,1.5,46,2,12364,1,3,6,1,1,1,Urban,20.74,5,547000,1
1157,2,1,14,2,5153,2,3,1,5,0,0,Suburban,46.83,113,379000,0
3819,2,4,3,0,9450,1,8,6,4,0,1,Urban,1.58,8,1079000,0
4279,5,3,28,1,3706,1,5,8,3,0,0,Rural,29.81,82,934000,0
1467,4,4,8,0,12298,1,10,3,2,0,1,Rural,25.57,95,868000,0
1172,2,2,26,3,3567,2,7,1,10,1,1,Urban,43.8,5,572000,1
1831,2,2,25,1,12400,1,5,4,2,0,1,Urban,5.12,158,580000,0
1945,4,1.5,18,1,12523,2,8,1,4,0,0,Urban,34.39,178,610000,0
2171,2,1.5,27,3,12345,2,10,8,,0,0,Downtown,34.33,7,806000,1
3523,3,3,16,3,3128,2,10,5,4,0,1,Rural,33.78,67,1082000,0
889,6,2,42,2,5510,2,4,1,3,0,0,Suburban,47.17,1,413000,1
3545,3,3,40,0,14515,2,2,8,9,1,1,Suburban,41.33,3,750000,1
4187,4,2.5,41,0,9867,1,3,9,7,0,0,Urban,3.06,7,916000,1
4049,6,1.5,49,1,13845,1,8,10,3,0,1,Suburban,24.08,117,1124000,0
1339,3,2,19,1,4365,1,7,2,8,0,0,Suburban,20.5,26,568000,0
3579,1,2.5,44,0,7583,1,2,9,,0,1,Suburban,16.2,4,795000,1
1668,3,1.5,39,2,6897,1,6,8,7,0,1,Rural,23.12,1,672000,1
840,4,3,38,3,7718,1,9,7,6,0,0,Suburban,19.83,5,553000,1
1539,5,2,48,1,8001,2,4,3,4,1,0,Urban,22.18,140,604000,0
2746,4,1.5,22,2,13113,2,9,2,5,0,0,Suburban,48.98,79,911000,0
3349,2,2.5,46,2,6567,1,2,7,8,0,0,Suburban,5.34,,658000,1
3806,4,4,31,1,11271,2,2,5,3,0,0,Downtown,46.19,6,729000,1
4016,5,1.5,46,2,13703,1,9,6,2,1,1,Suburban,24.53,78,977000,0
2024,4,3,32,1,4741,1,7,4,3,0,0,Suburban,31.56,3,660000,1
1728,5,1.5,45,1,5020,2,7,2,7,0,0,Suburban,41.68,5,496000,1
2836,4,3,4,2,8256,1,1,9,8,1,0,Suburban,18.66,1,780000,1
3308,4,2.5,42,1,2228,1,6,3,1,0,0,Suburban,22.09,79,769000,0
3579,4,2,47,3,10362,2,7,7,7,0,0,Downtown,21.07,,966000,0
3599,3,2,33,1,2294,3,6,8,9,0,1,Suburban,19.36,81,973000,0
1724,2,3,39,2,6284,2,6,2,3,0,1,Urban,46.35,7,487000,1
3756,4,2,10,2,10617,1,2,6,3,0,0,Rural,41.62,80,882000,0
2381,3,2.5,49,1,8801,2,6,8,8,0,0,Urban,6.34,1,695000,1
4418,5,1.5,2,0,2918,2,4,7,4,0,1,Urban,6.3,4,990000,1
4124,6,3,32,2,13445,2,9,3,8,0,0,Suburban,21.97,76,1158000,0
1189,4,2.5,10,2,2498,2,1,1,5,0,0,Urban,5.83,2,409000,1
2417,2,3.5,15,2,4809,2,8,6,3,1,0,Downtown,31.34,69,796000,0
3730,3,1.5,17,2,6961,1,5,8,4,1,0,Suburban,8.04,4,879000,1
1055,2,2.5,29,2,11017,2,1,6,4,1,1,Suburban,26.6,,442000,1
1508,4,2.5,47,2,5779,2,4,5,8,0,1,Urban,1.35,51,587000,0
2638,4,2,9,2,12050,2,1,8,6,0,0,Urban,16.51,4,632000,1
2744,5,2,17,2,4118,2,6,2,7,0,0,Suburban,34.18,7,732000,1
3297,3,1,37,2,8391,3,2,1,9,0,1,Suburban,24.72,3,790000,1
809,5,2.5,18,2,2145,3,5,1,,1,1,Rural,48.94,6,431000,1
3671,5,2,35,,9942,2,7,4,,0,1,Urban,43.83,3,1029000,1
1597,3,1,12,2,6565,2,2,6,3,0,1,Suburban,18.59,5,594000,1
4113,5,2.5,45,2,13769,3,6,9,3,0,0,Urban,3.23,5,936000,1
4122,3,2,2,1,2192,1,6,1,10,0,1,Suburban,42.44,53,1088000,0
1676,3,1,9,0,7187,1,5,1,2,0,1,Suburban,45.65,4,474000,1
1828,4,3.5,37,1,8637,2,5,5,,0,0,Urban,41.21,88,579000,0
3990,3,3.5,0,2,14080,2,3,10,10,0,1,Suburban,7.27,3,1049000,1
1815,4,2,26,2,10243,2,10,5,1,1,0,Urban,49.9,105,799000,0
2624,4,1,45,1,4410,2,10,5,4,0,0,Suburban,13.67,12,820000,0
1173,4,3,7,2,3820,1,2,10,3,1,0,Suburban,36.49,7,467000,1
3936,3,2,50,3,4964,1,7,6,5,1,0,Urban,45.49,4,838000,1
2993,3,2,45,1,4521,2,1,8,9,0,0,Downtown,12.55,2,587000,1
1023,4,2,41,3,12061,1,6,3,8,1,0,Suburban,45.5,160,555000,0
2062,3,2,16,3,4568,1,6,9,9,0,0,Downtown,16.16,3,791000,1
3024,3,2.5,8,2,7882,1,3,1,5,1,0,Urban,48.84,2,769000,1
2602,1,2,5,2,3867,1,2,4,8,0,0,Downtown,14.78,53,628000,0
1652,4,2.5,42,3,9465,2,2,9,4,0,0,Urban,47.72,6,474000,1
4153,2,3.5,24,2,9602,1,9,8,5,0,1,Suburban,3.62,30,1056000,0
862,4,2,38,1,12930,2,5,10,3,0,0,Downtown,35.75,169,540000,0
2040,4,2.5,48,2,13461,1,7,9,5,1,0,Urban,27.07,101,722000,0
3674,3,3,27,2,5199,2,5,1,3,0,1,Urban,24.42,121,864000,0
3642,3,2,32,2,12771,1,7,9,5,0,1,Rural,11.95,41,901000,0
1488,6,2,36,1,8103,2,4,3,5,0,1,Suburban,35.57,167,556000,0
2284,4,2.5,8,2,14197,2,8,10,6,1,0,Suburban,10.35,124,891000,0
2433,5,2.5,17,0,2240,1,10,9,9,0,0,Urban,28.09,2,944000,1
2952,4,3,20,3,5440,2,10,1,1,0,1,Suburban,13.41,16,981000,0
3970,2,2,1,1,6631,2,7,1,10,0,0,Urban,47.83,46,901000,0
1310,2,4,42,1,11599,2,10,9,6,1,0,Downtown,2.4,142,731000,0
1184,3,1,37,2,13694,1,5,6,1,0,0,Suburban,10.79,117,458000,0
1204,3,1,39,0,14230,3,6,4,6,0,1,Suburban,12.87,7,472000,1
3670,3,2.5,35,2,10274,2,5,7,2,0,0,Urban,21.29,143,808000,0
1317,3,2,49,3,7077,1,7,5,8,1,1,Rural,12.4,7,658000,1
1275,3,1.5,42,2,5768,1,2,10,3,0,1,Suburban,25.08,3,469000,1
2800,4,2,36,1,11142,2,5,7,10,0,0,Rural,43.75,7,799000,1
3556,4,2,14,1,9995,2,10,8,6,0,1,Urban,35.89,25,1036000,0
2468,3,1,27,2,10802,2,3,8,6,1,1,Rural,29.42,6,819000,1
2693,4,4,17,3,14861,2,9,1,4,1,1,Suburban,5.36,1,984000,1
3618,3,1.5,33,2,8429,2,6,8,5,0,0,Urban,35.01,89,967000,0
2260,5,2.5,21,2,5605,1,10,6,,0,1,Suburban,9.15,5,693000,1
3894,2,3,10,1,14746,1,3,4,10,0,0,Urban,39.53,23,547000,0
3844,6,3.5,12,3,13475,2,7,8,10,0,1,Suburban,13.25,28,1234000,0
4436,4,1,3,2,4173,3,4,3,8,0,0,Suburban,21.44,145,867000,0
3524,3,3,21,1,13676,1,3,4,10,0,0,Suburban,18.17,113,840000,0
1513,2,2,6,1,11714,2,8,6,7,0,1,Suburban,43.08,3,663000,1
4329,3,2.5,42,3,8568,2,4,7,10,1,1,Suburban,7.2,7,1277000,1
882,2,2.5,23,0,4601,2,1,4,6,0,0,Urban,28.72,130,307000,0
1968,2,3,3,1,4657,2,6,4,7,0,0,Rural,7.96,143,679000,0
3956,4,2,27,2,8080,2,10,7,1,0,0,Downtown,35.53,118,1127000,0
3949,3,2.5,14,1,9325,1,1,6,5,0,1,Suburban,45.35,3,868000,1
3304,4,2,0,0,4159,3,5,8,7,0,1,Urban,22.3,4,872000,1
2701,5,3,2,2,12641,2,7,1,1,0,1,Suburban,24.92,5,935000,1
2848,3,4,13,3,5830,2,6,10,2,0,0,Suburban,46.44,2,746000,1
850,4,1.5,37,2,10313,2,2,7,9,1,0,Suburban,26.53,47,487000,0
1484,2,4,49,3,6368,2,4,7,3,1,1,Suburban,24.89,1,493000,1
1516,4,1,0,2,3317,1,2,7,6,0,1,Urban,29.34,144,551000,0
