track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Wave Love Heart,Artist_203,Bollywood,Party,0.777,0.155,0.373,63.42,224769,39
Dream Light Beat,Artist_40,Pop,Chill,0.673,0.861,0.424,148.34,242110,20
Wave Fire Light,Artist_370,Jazz,Workout,0.614,0.329,0.548,177.02,133454,56
Night Heart Love,Artist_452,Pop,Travel,0.892,0.368,0.992,103.74,129447,96
Love Heart Fire,Artist_122,Country,Romantic,0.079,0.039,0.221,78.41,326556,66
Beat Love,Artist_471,Pop,Focus,0.331,0.327,0.376,66.07,93485,15
Night Fire,Artist_278,EDM,Workout,0.248,0.888,0.132,150.15,77041,74
Love Fire,Artist_275,Rock,Travel,0.988,0.026,0.608,137.31,323356,21
Wave Dance,Artist_433,Country,Focus,0.389,0.406,0.728,92.1,285005,79
Dream Heart Light,Artist_224,Jazz,Party,0.733,0.031,0.482,176.43,131971,34
Fire Beat,Artist_176,Classical,Workout,0.685,0.371,0.246,162.97,185150,35
Wave Love,Artist_321,Jazz,Focus,0.212,0.173,0.621,98.7,257365,5
Light Night Wave,Artist_175,Classical,Party,0.239,0.252,0.539,165.47,230742,56
Sky Heart,Artist_9,Jazz,Workout,0.281,0.878,0.171,94.3,327680,83
Dream Sky,Artist_398,Bollywood,Chill,0.411,0.436,0.406,154.54,205343,7
Dance Fire,Artist_378,Jazz,Chill,0.234,0.274,0.435,76.6,287365,53
Night Heart Dance,Artist_490,EDM,Travel,0.02,0.589,0.983,156.91,151342,44
Beat Wave,Artist_452,Bollywood,Sleep,0.879,0.142,0.849,93.43,246293,58
Dance Night,Artist_469,Country,Travel,0.966,0.259,0.734,140.15,114631,42
Heart Light,Artist_18,Pop,Travel,0.342,0.546,0.889,84.14,152124,18
Wave Fire Light,Artist_363,Country,Workout,0.339,0.238,0.735,161.64,104635,6
Fire Love Light,Artist_459,Indie,Party,0.007,0.679,0.903,68.52,196197,4
Light Heart Beat,Artist_299,Indie,Party,0.68,0.491,0.055,83.16,108260,69
Heart Sky,Artist_436,Jazz,Workout,0.825,0.772,0.456,85.78,97861,14
Fire Night Heart,Artist_47,Classical,Chill,0.147,0.948,0.747,65.79,147512,41
Beat Fire Dance,Artist_358,Indie,Party,0.16,0.116,0.583,164.3,352443,47
Heart Wave,Artist_189,Hip-Hop,Party,0.79,0.335,0.175,197.33,205920,97
Night Beat,Artist_305,Classical,Focus,0.616,0.32,0.34,168.98,264574,53
Fire Beat Love,Artist_178,Classical,Romantic,0.045,0.151,0.318,180.49,342290,21
Light Fire,Artist_369,Rock,Chill,0.623,0.81,0.261,60.84,156590,13
Dance Dream Wave,Artist_205,Bollywood,Workout,0.309,0.76,0.343,76.5,208114,66
Dream Light,Artist_382,Indie,Focus,0.369,0.484,0.515,138.26,279237,15
Beat Wave Love,Artist_228,Bollywood,Party,0.77,0.538,0.855,196.9,73599,80
Fire Sky Dream,Artist_264,Hip-Hop,Workout,0.811,0.06,0.742,152.5,267672,99
Beat Sky,Artist_97,Rock,Workout,0.4,0.556,0.835,112.38,245374,45
Night Beat Wave,Artist_73,Country,Focus,0.947,0.791,0.884,80.46,140431,84
Night Dance,Artist_485,Indie,Chill,0.406,0.574,0.416,81.4,352730,65
Fire Heart Sky,Artist_107,Classical,Chill,0.772,0.265,0.346,110.79,286856,46
Sky Love Heart,Artist_289,Jazz,Focus,0.484,0.668,0.058,159.93,71416,3
Love Fire,Artist_357,Pop,Travel,0.898,0.361,0.93,64.45,286222,17
Dream Dance,Artist_334,Bollywood,Workout,0.908,0.545,0.066,179.3,195399,17
Love Sky,Artist_499,Classical,Chill,0.087,0.488,0.741,191.82,184024,84
Dance Beat,Artist_380,Indie,Travel,0.936,0.381,0.378,184.43,79640,20
Beat Dream,Artist_402,Classical,Party,0.826,0.719,0.949,187.82,301095,4
Sky Wave,Artist_392,Hip-Hop,Romantic,0.791,0.884,0.42,62.15,151964,75
Dance Night Fire,Artist_187,Jazz,Workout,0.201,0.005,0.817,196.89,351203,15
Fire Love Beat,Artist_492,Hip-Hop,Party,0.805,0.934,0.283,111.29,172542,57
Beat Dance,Artist_480,Bollywood,Workout,0.85,0.512,0.299,181.7,191935,45
Sky Love Dream,Artist_388,Country,Sleep,0.289,0.701,0.596,86.15,175937,27
Light Wave,Artist_303,Jazz,Workout,0.952,0.856,0.998,122.51,102178,88
Wave Light Dance,Artist_388,Classical,Travel,0.05,0.467,0.518,66.18,123427,20
Heart Wave Night,Artist_97,Country,Party,0.15,0.835,0.936,65.61,239218,79
Heart Light,Artist_197,Indie,Chill,0.538,0.178,0.786,192.06,243126,6
Dream Dance Night,Artist_414,Pop,Focus,0.576,0.159,0.796,173.48,220280,18
Sky Fire Love,Artist_8,Hip-Hop,Romantic,0.645,0.657,0.436,134.18,261991,86
Light Wave Night,Artist_473,EDM,Travel,0.017,0.87,0.387,133.56,69686,49
Beat Sky,Artist_60,Rock,Focus,0.96,0.892,0.192,164.83,107342,85
Fire Sky,Artist_297,Bollywood,Chill,0.045,0.644,0.964,107.83,291712,24
Wave Light,Artist_400,Hip-Hop,Sleep,0.143,0.525,0.959,166.66,142287,81
Light Dance,Artist_146,Country,Focus,0.014,0.331,0.747,127.9,273403,11
Light Dance,Artist_45,Pop,Party,0.567,0.98,0.296,149.31,112245,18
Heart Light Fire,Artist_79,Country,Chill,0.932,0.32,0.245,195.08,338881,35
Fire Beat,Artist_327,Classical,Focus,0.666,0.744,0.989,125.98,249981,55
Dance Wave Love,Artist_236,EDM,Chill,0.823,0.532,0.067,118.58,311438,95
Night Fire Love,Artist_16,Classical,Travel,0.013,0.609,0.844,186.8,274330,28
Wave Night,Artist_213,Country,Workout,0.542,0.393,0.355,186.36,142248,88
Fire Light Beat,Artist_197,Hip-Hop,Chill,0.46,0.965,0.419,198.94,214472,36
Dream Light,Artist_55,Bollywood,Sleep,0.499,0.572,0.832,137.12,71021,24
Beat Dream,Artist_288,Hip-Hop,Focus,0.072,0.938,0.091,108.2,289348,33
Sky Dream Love,Artist_397,Indie,Party,0.684,0.008,0.354,93.65,208193,94
Night Dream Fire,Artist_168,Indie,Travel,0.503,0.573,0.952,64.77,171786,37
Wave Love,Artist_344,Jazz,Party,0.765,0.717,0.699,161.74,99660,13
Dance Wave Dream,Artist_118,Jazz,Party,0.485,0.745,0.755,92.69,359755,16
Sky Wave,Artist_210,Rock,Chill,0.149,0.905,0.758,144.93,282978,43
Love Wave,Artist_18,Hip-Hop,Focus,0.648,0.004,0.061,188.32,151414,73
Wave Sky Night,Artist_362,EDM,Focus,0.172,0.0,0.203,193.03,62668,50
Dream Sky,Artist_272,Country,Focus,0.872,0.472,0.491,60.62,114223,13
Fire Light Night,Artist_253,Rock,Romantic,0.613,0.029,0.368,104.39,195238,71
Wave Dance,Artist_274,Hip-Hop,Travel,0.157,0.975,0.411,177.23,353174,35
Night Dream Light,Artist_22,Country,Sleep,0.962,0.222,0.781,135.1,60637,90
Light Dance Love,Artist_480,Indie,Focus,0.518,0.473,0.015,173.05,62641,73
Dream Beat Sky,Artist_225,Bollywood,Romantic,0.073,0.061,0.66,179.47,182920,35
Fire Dream Light,Artist_70,Bollywood,Focus,0.627,0.522,0.0,121.97,170481,24
Night Dance Sky,Artist_1,Jazz,Focus,0.253,0.38,0.063,110.26,267746,97
Dream Sky,Artist_343,Classical,Travel,0.804,0.045,0.408,123.76,331106,85
Sky Fire,Artist_72,Pop,Party,0.818,0.335,0.841,151.39,196874,53
Beat Night,Artist_15,Classical,Focus,0.979,0.391,0.145,111.4,329782,86
Light Love,Artist_463,Rock,Focus,0.502,0.99,0.555,168.5,238830,39
Fire Sky,Artist_440,Indie,Travel,0.455,0.208,0.679,186.56,162014,19
Light Beat Night,Artist_463,Classical,Sleep,0.753,0.545,0.23,99.52,305817,44
Fire Love Dance,Artist_115,Classical,Chill,0.132,0.987,0.512,195.1,174769,46
Dream Light,Artist_475,Indie,Focus,0.547,0.792,0.911,147.18,197061,45
Dance Dream Love,Artist_325,Bollywood,Romantic,0.546,0.993,0.512,182.94,66507,32
Love Wave,Artist_365,EDM,Romantic,0.089,0.968,0.157,74.55,307268,5
Fire Beat Light,Artist_110,Hip-Hop,Focus,0.418,0.49,0.628,95.21,65165,76
Night Heart,Artist_282,Hip-Hop,Travel,0.853,0.696,0.592,104.94,183141,6
Beat Light,Artist_482,Classical,Chill,0.856,0.11,0.027,102.4,107572,82
Love Heart,Artist_282,Bollywood,Workout,0.099,0.441,0.091,84.06,63706,7
Dance Heart Love,Artist_52,Bollywood,Sleep,0.091,0.809,0.157,181.55,180923,83
Night Dance,Artist_484,Country,Workout,0.263,0.505,0.136,118.61,156147,15
Dream Heart,Artist_35,EDM,Travel,0.875,0.703,0.259,194.84,129650,73
Love Dance,Artist_81,Rock,Chill,0.129,0.746,0.454,141.69,324461,20
Wave Dance,Artist_6,Bollywood,Chill,0.72,0.253,0.372,79.38,139859,59
Fire Love,Artist_389,Hip-Hop,Chill,0.101,0.876,0.891,136.43,103871,84
Dream Wave Night,Artist_468,Rock,Chill,0.623,0.46,0.612,199.1,140286,4
Fire Light,Artist_296,Indie,Focus,0.356,0.21,0.876,139.12,303352,74
Wave Love Dance,Artist_317,EDM,Romantic,0.789,0.865,0.527,60.26,253837,40
Beat Dance,Artist_219,Rock,Sleep,0.234,0.418,0.09,190.63,211475,65
Dream Night,Artist_203,Indie,Romantic,0.639,0.75,0.463,92.89,97483,35
Sky Heart,Artist_437,Rock,Travel,0.236,0.548,0.822,156.39,285041,88
Beat Night Dance,Artist_245,Jazz,Sleep,0.714,0.382,0.194,132.11,332235,44
Wave Dream,Artist_220,EDM,Travel,0.874,0.81,0.091,105.56,275223,7
Dance Love,Artist_113,Hip-Hop,Romantic,0.127,0.584,0.329,99.57,265240,22
Sky Wave Fire,Artist_227,Country,Chill,0.867,0.391,0.389,190.03,76964,23
Love Dream Fire,Artist_84,Classical,Sleep,0.594,0.11,0.306,187.67,112473,65
Sky Dream Light,Artist_484,EDM,Workout,0.127,0.895,0.135,131.84,279073,88
Dream Night Beat,Artist_9,Classical,Sleep,0.428,0.035,0.251,96.19,75447,20
Dream Heart,Artist_103,Indie,Focus,0.161,0.863,0.682,74.33,355640,32
Fire Sky,Artist_332,Pop,Workout,0.7,0.36,0.386,81.92,103397,95
Dream Love,Artist_228,EDM,Chill,0.759,0.639,0.633,133.12,260883,97
Sky Dance Light,Artist_115,Pop,Travel,0.106,0.922,0.536,103.1,357335,36
Beat Love,Artist_152,Pop,Focus,0.506,0.152,0.549,65.89,120235,18
Dream Beat,Artist_397,EDM,Travel,0.815,0.567,0.249,123.72,99401,97
Heart Night Fire,Artist_129,Indie,Sleep,0.936,0.764,0.522,164.47,193319,33
Dance Beat,Artist_258,Classical,Focus,0.514,0.758,0.024,184.84,283927,69
Dance Sky,Artist_115,EDM,Workout,0.95,0.526,0.432,141.94,246846,82
Dream Sky,Artist_459,Country,Romantic,0.536,0.625,0.573,161.26,202120,9
Heart Light Wave,Artist_193,Pop,Romantic,0.394,0.758,0.182,110.97,217407,42
Beat Love,Artist_186,Indie,Focus,0.848,0.841,0.257,129.47,196646,95
Night Wave,Artist_216,Bollywood,Workout,0.493,0.762,0.22,162.15,116312,71
Heart Light,Artist_248,Bollywood,Party,0.472,0.354,0.071,161.87,147479,79
Dream Beat,Artist_1,Classical,Sleep,0.49,0.997,0.348,119.43,112960,4
Sky Light Beat,Artist_236,Country,Romantic,0.847,0.435,0.979,136.11,287826,46
Dance Light Beat,Artist_328,Indie,Party,0.832,0.024,0.354,189.34,308437,72
Dream Fire Dance,Artist_52,Country,Romantic,0.404,0.363,0.461,148.48,319227,24
Love Wave Sky,Artist_297,Classical,Workout,0.333,0.128,0.653,149.96,311338,72
Dance Sky Love,Artist_323,Rock,Sleep,0.492,0.121,0.648,169.85,135422,69
Dance Light,Artist_357,Jazz,Romantic,0.573,0.282,0.95,76.13,254742,23
Wave Night,Artist_2,Country,Party,0.238,0.053,0.858,133.2,97299,55
Dance Sky,Artist_178,Jazz,Workout,0.794,0.689,0.794,194.32,98465,98
Night Beat,Artist_208,Rock,Party,0.486,0.074,0.952,110.63,289421,15
Love Wave Beat,Artist_338,Hip-Hop,Travel,0.334,0.203,0.231,101.29,229731,51
Beat Dream,Artist_439,Indie,Focus,0.107,0.093,0.617,144.17,344588,50
Heart Fire,Artist_167,Bollywood,Party,0.239,0.063,0.887,90.96,248571,47
Light Sky Beat,Artist_252,Pop,Focus,0.949,0.268,0.624,137.83,110113,83
Dance Love Dream,Artist_413,Indie,Workout,0.305,0.572,0.977,81.79,353112,25
Fire Light,Artist_147,Country,Focus,0.169,0.965,0.1,141.17,241168,39
Heart Sky Beat,Artist_430,Jazz,Travel,0.461,0.876,0.439,144.33,346302,68
Dream Love,Artist_442,Jazz,Workout,0.307,0.876,0.977,118.58,350774,46
Night Dream,Artist_434,EDM,Sleep,0.035,0.176,0.38,113.58,63919,72
Dance Dream,Artist_100,Classical,Chill,0.323,0.265,0.74,94.36,229898,93
Heart Wave,Artist_302,Country,Romantic,0.544,0.076,0.03,106.33,119768,13
Fire Wave,Artist_209,Hip-Hop,Party,0.552,0.778,0.695,129.77,202083,38
Love Wave,Artist_251,Hip-Hop,Romantic,0.357,0.07,0.935,94.67,172879,36
Light Wave,Artist_245,Classical,Party,0.447,0.557,0.383,169.6,292026,37
Fire Sky Beat,Artist_18,EDM,Travel,0.966,0.248,0.021,159.26,96022,42
Fire Night Love,Artist_163,Hip-Hop,Chill,0.377,0.243,0.028,97.7,156565,95
Light Wave,Artist_134,Classical,Focus,0.258,0.991,0.892,73.64,295778,19
Night Sky,Artist_201,Country,Workout,0.243,0.757,0.723,60.03,187406,37
Beat Love,Artist_420,Country,Sleep,0.458,0.837,0.107,143.54,268669,89
Wave Night,Artist_231,Rock,Focus,0.76,0.572,0.055,89.59,311979,65
Wave Dream Fire,Artist_104,Bollywood,Romantic,0.206,0.871,0.805,61.76,354249,85
Dance Fire,Artist_308,Pop,Chill,0.709,0.645,0.81,110.27,134254,39
Wave Light Dance,Artist_125,Jazz,Sleep,0.021,0.946,0.121,194.68,82235,26
Beat Love,Artist_39,EDM,Chill,0.419,0.281,0.302,156.59,356720,42
Sky Light Night,Artist_201,Jazz,Romantic,0.776,0.595,0.78,180.09,233242,62
Dance Sky Beat,Artist_129,Classical,Focus,0.339,0.69,0.525,80.26,186827,53
Love Wave,Artist_372,Rock,Romantic,0.564,0.393,0.957,70.26,133711,67
Wave Light,Artist_306,Indie,Party,0.205,0.88,0.481,61.61,265848,50
Fire Wave Beat,Artist_3,Bollywood,Travel,0.742,0.98,0.677,193.79,211850,69
Night Fire,Artist_303,EDM,Focus,0.052,0.494,0.51,102.03,91935,29
Night Wave Light,Artist_485,Classical,Workout,0.853,0.391,0.943,124.33,359580,97
Night Light Heart,Artist_381,Bollywood,Party,0.198,0.472,0.399,115.23,305676,2
Heart Light Dream,Artist_175,Rock,Sleep,0.874,0.853,0.23,162.26,82264,18
Dream Love Fire,Artist_139,Classical,Workout,0.353,0.645,0.327,103.4,202302,60
Love Night Heart,Artist_218,Rock,Sleep,0.723,0.045,0.853,134.96,304215,14
Heart Fire,Artist_458,Rock,Workout,0.319,0.542,0.498,199.38,177966,40
Beat Wave Love,Artist_282,Rock,Romantic,0.906,0.017,0.354,122.17,258847,64
Heart Beat Sky,Artist_335,Pop,Focus,0.127,0.779,0.544,137.18,347771,30
Wave Sky Beat,Artist_273,Rock,Focus,0.179,0.328,0.133,130.35,300746,29
Dance Dream Love,Artist_254,Classical,Workout,0.493,0.472,0.005,172.45,186174,29
Love Light,Artist_383,Indie,Travel,0.082,0.799,0.281,97.36,150609,19
Sky Love,Artist_496,Jazz,Party,0.196,0.046,0.605,83.86,191922,90
Light Night,Artist_124,Rock,Romantic,0.944,0.159,0.712,165.57,300227,58
Dream Fire,Artist_368,Hip-Hop,Chill,0.976,0.398,0.827,118.19,237071,40
Wave Sky Love,Artist_339,Country,Romantic,0.376,0.23,0.927,187.92,94912,9
Beat Dream,Artist_26,Jazz,Chill,0.923,0.338,0.412,150.18,117187,77
Light Heart,Artist_387,EDM,Chill,0.545,0.998,0.741,139.01,66550,31
Dance Sky,Artist_182,Country,Travel,0.27,0.825,0.075,69.86,280095,78
Dream Dance Fire,Artist_265,Classical,Party,0.702,0.884,0.058,162.26,267372,95
Fire Beat Sky,Artist_496,Classical,Focus,0.659,0.937,0.125,156.05,220669,15
Fire Heart,Artist_258,Country,Romantic,0.989,0.341,0.449,149.61,150515,34
Love Wave Sky,Artist_220,Pop,Romantic,0.265,0.297,0.211,97.51,351589,62
Dream Night,Artist_274,Rock,Workout,0.672,0.234,0.287,192.54,299369,74
Light Heart,Artist_64,Hip-Hop,Romantic,0.052,0.83,0.648,105.03,337889,57
Light Night,Artist_30,Indie,Romantic,0.114,0.68,0.359,81.31,315660,21
Night Dream Heart,Artist_436,Indie,Party,0.004,0.236,0.557,198.21,130621,54
Wave Love Sky,Artist_83,Rock,Sleep,0.999,0.377,0.412,164.47,269041,89
Night Love Light,Artist_170,Hip-Hop,Workout,0.802,0.507,0.169,118.07,348269,37
Wave Dream Fire,Artist_109,Indie,Focus,0.787,0.528,0.074,191.03,203542,40
Sky Beat,Artist_49,Indie,Romantic,0.51,0.889,0.236,72.76,310170,20
Love Wave Night,Artist_70,Rock,Workout,0.3,0.381,0.058,72.27,161095,71
Light Fire,Artist_496,EDM,Chill,0.151,0.909,0.619,155.54,192067,18
Dance Night,Artist_302,Bollywood,Workout,0.285,0.441,0.796,84.92,232924,44
Night Dream,Artist_411,Country,Sleep,0.376,0.746,0.34,188.4,328323,56
Dream Beat,Artist_91,EDM,Travel,0.756,0.93,0.387,177.65,218484,90
Heart Night,Artist_217,Jazz,Sleep,0.54,0.908,0.816,102.89,190103,17
Love Sky,Artist_430,Pop,Chill,0.077,0.057,0.223,184.44,85640,42
Love Dance Beat,Artist_452,Rock,Party,0.018,0.206,0.119,66.0,349150,71
Heart Fire Sky,Artist_215,Indie,Travel,0.102,0.477,0.501,136.81,150280,28
Beat Love Sky,Artist_66,Classical,Travel,0.41,0.432,0.646,190.98,158474,21
Dream Dance,Artist_162,Classical,Focus,0.933,0.641,0.6,179.75,271541,37
Fire Sky Beat,Artist_140,Indie,Travel,0.637,0.945,0.714,109.85,143237,23
Night Wave,Artist_254,Classical,Sleep,0.802,0.112,0.057,85.6,236275,48
Fire Love Heart,Artist_399,Pop,Sleep,0.466,0.452,0.428,89.48,64036,59
Fire Sky Dance,Artist_261,Country,Travel,0.362,0.192,0.239,132.03,261144,74
Sky Fire,Artist_459,Pop,Sleep,0.108,0.894,0.759,143.55,277195,52
Light Beat Night,Artist_25,Jazz,Travel,0.876,0.965,0.873,64.59,313883,17
Beat Light Dream,Artist_352,Pop,Workout,0.783,0.479,0.281,117.9,130870,38
Heart Night,Artist_17,Country,Workout,0.168,0.104,0.095,176.25,280916,1
Dance Dream,Artist_289,Hip-Hop,Chill,0.512,0.785,0.253,122.21,341729,75
Dance Love Beat,Artist_168,Hip-Hop,Workout,0.487,0.697,0.104,83.68,92681,33
Beat Heart Wave,Artist_265,Pop,Chill,0.625,0.355,0.322,193.68,291268,95
Dream Sky,Artist_27,Bollywood,Focus,0.946,0.887,0.538,97.28,327625,44
Wave Dance,Artist_157,Classical,Chill,0.58,0.976,0.974,171.78,129184,88
Light Dance Sky,Artist_8,Rock,Workout,0.54,0.558,0.399,87.13,270293,20
Dance Wave Night,Artist_435,Bollywood,Sleep,0.05,0.566,0.22,119.24,288219,47
Wave Love,Artist_47,EDM,Sleep,0.063,0.298,0.167,128.66,275733,69
Heart Love,Artist_400,Country,Travel,0.187,0.585,0.173,130.09,214608,42
Beat Night,Artist_151,Classical,Chill,0.032,0.44,0.193,132.31,196299,26
Light Dance Sky,Artist_198,Pop,Chill,0.743,0.302,0.762,91.49,319422,49
Dream Fire,Artist_63,Hip-Hop,Sleep,0.723,0.067,0.061,132.23,74758,71
Sky Fire Wave,Artist_426,Jazz,Romantic,0.136,0.253,0.997,127.44,131047,91
Sky Beat,Artist_162,Indie,Travel,0.836,0.198,0.523,89.22,168354,18
Light Dream Night,Artist_312,Bollywood,Sleep,0.155,0.542,0.544,198.35,350414,95
Night Heart,Artist_404,Classical,Party,0.301,0.602,0.358,181.18,231233,9
Sky Heart Dream,Artist_240,EDM,Travel,0.249,0.609,0.69,184.26,104504,66
Sky Dream Love,Artist_394,Hip-Hop,Romantic,0.372,0.388,0.471,155.98,210790,60
Sky Wave Night,Artist_376,Bollywood,Sleep,0.255,0.421,0.329,82.39,205748,37
Night Dance,Artist_7,EDM,Party,0.489,0.834,0.265,139.53,347384,47
Light Wave,Artist_21,Country,Travel,0.407,0.476,0.926,175.0,314447,29
Light Dream,Artist_14,Indie,Sleep,0.987,0.988,0.291,65.42,358617,98
Fire Love Beat,Artist_37,Hip-Hop,Sleep,0.056,0.44,0.436,129.42,336239,63
Sky Fire,Artist_470,Country,Workout,0.142,0.65,0.35,115.46,263520,15
Wave Sky Dream,Artist_297,Pop,Travel,0.053,0.05,0.086,89.7,253710,9
Light Wave,Artist_344,Hip-Hop,Travel,0.626,0.653,0.186,112.96,60435,80
Wave Beat Love,Artist_29,Jazz,Chill,0.055,0.851,0.19,197.69,103300,66
Beat Sky Love,Artist_495,Country,Romantic,0.836,0.942,0.694,161.25,116248,1
Night Wave Love,Artist_456,Bollywood,Travel,0.512,0.997,0.407,101.94,143617,9
Night Dream,Artist_474,EDM,Chill,0.527,0.282,0.782,144.75,346622,57
Sky Fire Wave,Artist_18,Bollywood,Workout,0.562,0.575,0.709,94.53,106418,56
Dream Fire,Artist_231,Hip-Hop,Focus,0.171,0.451,0.192,145.52,334347,20
Night Beat,Artist_108,Bollywood,Chill,0.198,0.564,0.563,185.46,173488,2
Sky Light,Artist_266,Pop,Chill,0.319,0.157,0.743,137.96,356330,1
Love Fire Dance,Artist_260,Pop,Chill,0.593,0.856,0.633,162.67,74768,74
Night Light,Artist_481,Country,Workout,0.21,0.91,0.6,123.47,264828,87
Love Wave Fire,Artist_164,Pop,Sleep,0.116,0.45,0.74,133.38,284338,54
Love Fire,Artist_132,EDM,Chill,0.97,0.28,0.057,157.31,109792,19
Wave Dance,Artist_201,Country,Chill,0.022,0.141,0.731,173.74,345729,18
Night Wave,Artist_226,Pop,Party,0.803,0.684,0.273,152.32,164722,24
Love Wave Fire,Artist_470,Rock,Travel,0.788,0.312,0.572,196.85,130311,52
Dance Night Fire,Artist_389,Country,Romantic,0.297,0.91,0.242,174.78,121520,86
Dance Night,Artist_364,Country,Chill,0.136,0.671,0.839,168.8,324129,20
Light Beat Love,Artist_119,Country,Chill,0.146,0.646,0.481,178.31,261424,11
Beat Dream,Artist_323,Pop,Chill,0.697,0.559,0.643,99.37,137759,73
Wave Love Sky,Artist_159,Pop,Romantic,0.643,0.046,0.794,120.49,143949,79
Wave Sky,Artist_373,Jazz,Romantic,0.783,0.932,0.895,139.02,198277,60
Light Heart Wave,Artist_255,Pop,Romantic,0.937,0.628,0.732,124.73,147036,16
Night Wave,Artist_145,Pop,Travel,0.692,0.994,0.149,178.64,158474,13
Dance Heart,Artist_125,EDM,Party,0.156,0.537,0.855,63.79,275463,53
Heart Light,Artist_433,Jazz,Workout,0.243,0.71,0.619,89.28,272166,6
Night Love,Artist_206,Indie,Workout,0.842,0.056,0.609,183.44,116183,25
Dream Light Dance,Artist_386,Country,Travel,0.209,0.632,0.921,68.27,295351,63
Dance Dream,Artist_294,Hip-Hop,Workout,0.073,0.765,0.249,91.78,67769,47
Wave Love Fire,Artist_119,Country,Chill,0.703,0.779,0.24,109.18,68989,15
Night Beat Wave,Artist_420,Bollywood,Travel,0.403,0.77,0.513,165.1,185377,54
Love Light Night,Artist_294,Country,Sleep,0.92,0.226,0.751,138.43,204811,82
Dream Wave Fire,Artist_326,Indie,Romantic,0.65,0.975,0.447,193.64,164323,43
Sky Dance Light,Artist_497,Hip-Hop,Romantic,0.09,0.995,0.634,91.9,138468,97
Light Fire,Artist_17,Hip-Hop,Focus,0.948,0.076,0.453,182.1,289697,14
Heart Fire Love,Artist_284,Pop,Sleep,0.259,0.936,0.61,99.61,321914,34
Beat Light Night,Artist_310,Jazz,Travel,0.337,0.289,0.822,94.37,244119,2
Dream Sky,Artist_142,Pop,Focus,0.402,0.689,0.18,129.77,102028,20
Light Heart,Artist_54,Indie,Sleep,0.051,0.338,0.695,69.97,247387,16
Dance Light Love,Artist_108,Rock,Chill,0.497,0.968,0.787,113.8,178020,67
Dream Sky,Artist_55,Pop,Romantic,0.123,0.102,0.447,109.79,103054,30
Fire Dream Wave,Artist_295,Country,Sleep,0.401,0.498,0.323,82.41,199908,87
Dream Wave Night,Artist_272,Rock,Travel,0.351,0.428,0.014,180.51,194916,51
Wave Love Beat,Artist_163,Bollywood,Focus,0.773,0.326,0.797,114.02,332047,87
Light Heart Dance,Artist_485,Hip-Hop,Romantic,0.803,0.646,0.328,197.47,103640,3
Beat Dance Love,Artist_295,Hip-Hop,Chill,0.153,0.131,0.357,185.96,330638,77
Dance Heart Night,Artist_194,Jazz,Focus,0.367,0.717,0.336,87.27,139770,51
Wave Night Fire,Artist_255,Indie,Romantic,0.373,0.981,0.499,130.72,310839,46
Dream Night Heart,Artist_35,Bollywood,Focus,0.151,0.805,0.702,144.25,214458,40
Night Beat,Artist_269,Bollywood,Focus,0.798,0.86,0.772,174.65,300192,29
Dream Beat Night,Artist_113,Hip-Hop,Focus,0.707,0.36,0.393,183.99,191407,23
Dance Love,Artist_74,Rock,Romantic,0.19,0.325,0.663,147.36,143798,17
Fire Heart,Artist_56,EDM,Sleep,0.367,0.517,0.721,64.92,94620,85
Light Sky,Artist_103,Classical,Chill,0.106,0.046,0.297,127.38,64755,93
Sky Fire,Artist_492,Rock,Chill,0.628,0.945,0.097,183.87,229078,69
Wave Light,Artist_7,EDM,Focus,0.121,0.144,0.895,159.97,67788,85
Wave Dream,Artist_180,Rock,Workout,0.986,0.903,0.677,181.82,86532,66
Light Sky Night,Artist_151,Country,Travel,0.781,0.084,0.648,154.37,78909,23
Love Wave,Artist_65,Pop,Romantic,0.39,0.823,0.059,66.16,320187,75
Night Beat Wave,Artist_478,Indie,Travel,0.579,0.152,0.818,195.52,60749,79
Heart Fire,Artist_339,Pop,Party,0.911,0.038,0.566,188.52,338193,23
Dream Night,Artist_278,Hip-Hop,Chill,0.554,0.719,0.848,77.72,189745,7
Night Beat Dance,Artist_327,Indie,Chill,0.174,0.28,0.975,75.78,325059,43
Light Beat Sky,Artist_130,Hip-Hop,Romantic,0.379,0.714,0.957,135.47,197028,62
Fire Wave Heart,Artist_336,Hip-Hop,Sleep,0.843,0.555,0.856,165.99,276336,34
Sky Light,Artist_406,Classical,Focus,0.644,0.109,0.011,113.5,199299,51
Night Love,Artist_364,Hip-Hop,Sleep,0.651,0.932,0.886,79.09,138245,44
Love Night Sky,Artist_90,Country,Sleep,0.867,0.452,0.075,131.48,211005,70
Beat Sky Dream,Artist_184,Bollywood,Sleep,0.894,0.734,0.851,107.26,278613,80
Light Beat Night,Artist_323,Jazz,Sleep,0.92,0.501,0.28,109.25,115877,55
Dance Fire Heart,Artist_35,EDM,Sleep,0.095,0.604,0.61,150.3,77817,66
Night Dream Wave,Artist_54,Country,Focus,0.544,0.303,0.038,183.99,305248,96
Dance Heart Night,Artist_45,Jazz,Party,0.741,0.2,0.771,138.2,147425,58
Fire Heart,Artist_495,Classical,Workout,0.757,0.543,0.112,156.26,269315,43
Light Night Heart,Artist_463,Hip-Hop,Party,0.607,0.44,0.411,152.39,243735,61
Sky Dream Beat,Artist_299,Bollywood,Party,0.167,0.39,0.817,137.16,115330,38
